"Time","TMV 1 DHW Outlet","TMV 1 DHW Inlet"
"2019-05-10 22:55:17",129
"2019-05-10 23:00:41",,140.7
"2019-05-10 23:03:53",129.3
"2019-05-10 23:12:49",129.3
"2019-05-10 23:21:43",129.2
"2019-05-10 23:27:19",,141.8
"2019-05-10 23:30:39",129.1
"2019-05-10 23:38:49",128.5
"2019-05-10 23:47:33",128.4
"2019-05-10 23:53:17",,140.6
"2019-05-10 23:56:29",128.6
"2019-05-11 00:05:24",128.2
"2019-05-11 00:14:28",128.8
"2019-05-11 00:19:57",,140.7
"2019-05-11 00:23:13",128.7
"2019-05-11 00:32:10",129.1
"2019-05-11 00:41:05",128.8
"2019-05-11 00:46:37",,141.1
"2019-05-11 00:49:59",128.7
"2019-05-11 00:58:53",129.2
"2019-05-11 01:07:51",129.2
"2019-05-11 01:12:07",,139.4
"2019-05-11 01:16:47",128.9
"2019-05-11 01:25:42",129.3
"2019-05-11 01:34:38",129.4
"2019-05-11 01:38:44",,141.4
"2019-05-11 01:43:35",129.2
"2019-05-11 01:52:28",128.8
"2019-05-11 02:01:24",128.9
"2019-05-11 02:05:22",,141.2
"2019-05-11 02:10:20",128.9
"2019-05-11 02:19:19",129
"2019-05-11 02:28:10",128.9
"2019-05-11 02:31:52",,139.4
"2019-05-11 02:37:05",129
"2019-05-11 02:45:59",129.3
"2019-05-11 02:54:55",129.2
"2019-05-11 02:58:32",,141.1
"2019-05-11 03:03:50",129.3
"2019-05-11 03:12:47",128.9
"2019-05-11 03:21:42",128.8
"2019-05-11 03:24:21",,139.9
"2019-05-11 03:30:41",129.4
"2019-05-11 03:39:32",129
"2019-05-11 03:48:28",129.1
"2019-05-11 03:51:02",,140.7
"2019-05-11 03:57:24",129.2
"2019-05-11 04:06:19",129.2
"2019-05-11 04:15:15",129.1
"2019-05-11 04:17:39",,141
"2019-05-11 04:24:11",128.7
"2019-05-11 04:33:07",128.9
"2019-05-11 04:42:02",129.3
"2019-05-11 04:43:32",,139.3
"2019-05-11 04:50:56",129.5
"2019-05-11 04:59:51",129.2
"2019-05-11 05:08:45",129.2
"2019-05-11 05:10:11",,141.3
"2019-05-11 05:17:42",129
"2019-05-11 05:26:06",128.9
"2019-05-11 05:34:57",,140
"2019-05-11 05:35:02",129.2
"2019-05-11 05:44:02",128.8
"2019-05-11 05:52:53",129.4
"2019-05-11 06:01:31",,139.7
"2019-05-11 06:01:47",129.4
"2019-05-11 06:10:42",129.3
"2019-05-11 06:19:37",129.3
"2019-05-11 06:28:14",,141.5
"2019-05-11 06:28:34",129.4
"2019-05-11 06:37:30",129
"2019-05-11 06:46:25",129
"2019-05-11 06:54:49",,140.5
"2019-05-11 06:55:20",129.2
"2019-05-11 07:04:15",128.9
"2019-05-11 07:13:11",129.1
"2019-05-11 07:20:15",129.2
"2019-05-11 07:21:30",,140.5
"2019-05-11 07:27:00",128.9
"2019-05-11 07:35:56",129.2
"2019-05-11 07:44:51",128.9
"2019-05-11 07:48:09",,140.4
"2019-05-11 07:53:47",129.3
"2019-05-11 08:02:41",129.1
"2019-05-11 08:11:43",129.1
"2019-05-11 08:14:11",,138.3
"2019-05-11 08:20:31",128.6
"2019-05-11 08:29:28",128.6
"2019-05-11 08:38:24",128.8
"2019-05-11 08:40:57",,135.5
"2019-05-11 08:47:22",128.6
"2019-05-11 08:56:14",129
"2019-05-11 09:05:11",128.8
"2019-05-11 09:07:37",,137.2
"2019-05-11 09:14:07",129.2
"2019-05-11 09:23:03",129.2
"2019-05-11 09:31:59",129.4
"2019-05-11 09:34:17",,138.7
"2019-05-11 10:13:15",128.8
"2019-05-11 10:22:11",128.6
"2019-05-11 10:30:38",,136.4
"2019-05-11 10:31:06",128.6
"2019-05-11 10:40:01",128.6
"2019-05-11 10:48:56",128.9
"2019-05-11 10:57:19",,135.6
"2019-05-11 10:57:51",128.7
"2019-05-11 11:30:39",128.5
"2019-05-11 11:39:30",128.6
"2019-05-11 11:48:25",128.6
"2019-05-11 11:50:39",,135.6
"2019-05-11 11:57:21",128.6
"2019-05-11 12:06:14",128.9
"2019-05-11 12:15:07",129
"2019-05-11 12:17:19",,135.9
"2019-05-11 12:24:05",128.9
"2019-05-11 12:33:00",129.2
"2019-05-11 12:41:55",128.9
"2019-05-11 12:44:01",,138.2
"2019-05-11 12:50:52",128.5
"2019-05-11 12:59:47",129.1
"2019-05-11 13:08:43",128.9
"2019-05-11 13:10:42",,141
"2019-05-11 13:17:41",128.9
"2019-05-11 13:24:25",128.5
"2019-05-11 13:33:20",128.9
"2019-05-11 13:37:22",,140.8
"2019-05-11 13:42:14",128.9
"2019-05-11 13:51:11",128.8
"2019-05-11 13:56:07",129
"2019-05-11 14:04:07",,141.4
"2019-05-11 14:05:03",128.7
"2019-05-11 14:13:58",129.1
"2019-05-11 14:22:55",128.8
"2019-05-11 14:30:46",,141.7
"2019-05-11 14:31:49",129
"2019-05-11 14:39:03",129
"2019-05-11 14:47:58",128.7
"2019-05-11 14:56:53",129
"2019-05-11 14:57:26",,140.7
"2019-05-11 15:05:48",128.7
"2019-05-11 15:12:14",129
"2019-05-11 15:21:16",129.1
"2019-05-11 15:24:00",,140.9
"2019-05-11 15:30:06",129.1
"2019-05-11 15:39:01",128.9
"2019-05-11 15:47:55",128.6
"2019-05-11 15:50:40",,141.2
"2019-05-11 15:56:57",129
"2019-05-11 16:05:11",128.6
"2019-05-11 16:14:05",129
"2019-05-11 16:17:21",,141.2
"2019-05-11 16:21:12",128.9
"2019-05-11 16:29:32",128.7
"2019-05-11 16:38:23",129
"2019-05-11 16:44:01",,139.6
"2019-05-11 16:47:24",128.9
"2019-05-11 16:56:15",128.7
"2019-05-11 17:05:16",128.9
"2019-05-11 17:08:06",,140.8
"2019-05-11 17:14:06",128.9
"2019-05-11 17:22:42",129.1
"2019-05-11 17:31:36",129.4
"2019-05-11 17:34:49",,140.8
"2019-05-11 17:40:34",129.2
"2019-05-11 17:49:26",129
"2019-05-11 17:58:20",128.6
"2019-05-11 17:59:41",,141.1
"2019-05-11 18:07:14",129.1
"2019-05-11 18:16:09",129.2
"2019-05-11 18:25:08",129
"2019-05-11 18:26:23",,139.5
"2019-05-11 18:33:58",129.2
"2019-05-11 18:41:35",129.3
"2019-05-11 18:49:10",128.6
"2019-05-11 18:52:02",,140.8
"2019-05-11 18:58:06",129
"2019-05-11 19:07:00",129.2
"2019-05-11 19:15:55",129.3
"2019-05-11 19:18:45",,141.1
"2019-05-11 19:24:51",129
"2019-05-11 19:33:46",129
"2019-05-11 19:42:43",128.9
"2019-05-11 19:45:26",,141.3
"2019-05-11 19:51:39",129
"2019-05-11 20:00:34",128.9
"2019-05-11 20:09:30",129.4
"2019-05-11 20:09:48",,138.9
"2019-05-11 20:14:46",128.8
"2019-05-11 20:23:39",128.8
"2019-05-11 20:32:34",128.9
"2019-05-11 20:34:40",,140.4
"2019-05-11 20:41:28",128.5
"2019-05-11 20:50:24",128.8
"2019-05-11 20:57:13",,136.8
"2019-05-11 20:59:19",129.3
"2019-05-11 21:08:20",128.5
"2019-05-11 21:17:12",129
"2019-05-11 21:23:52",,137.3
"2019-05-11 21:26:11",129.2
"2019-05-11 21:35:02",129.1
"2019-05-11 21:43:58",129.1
"2019-05-11 21:50:32",,140.4
"2019-05-11 21:52:53",128.9
"2019-05-11 22:01:51",128.6
"2019-05-11 22:09:27",128.8
"2019-05-11 22:17:12",,141
"2019-05-11 22:18:21",129
"2019-05-11 22:27:20",129.1
"2019-05-11 22:36:21",129
"2019-05-11 22:43:52",,140.2
"2019-05-11 22:45:08",128.6
"2019-05-11 22:54:04",129.3
"2019-05-11 23:02:58",129.6
"2019-05-11 23:10:32",,141.6
"2019-05-11 23:10:38",129.1
"2019-05-11 23:19:29",129.2
"2019-05-11 23:26:57",129
"2019-05-11 23:35:53",128.8
"2019-05-11 23:37:13",,141.3
"2019-05-11 23:44:48",128.9
"2019-05-11 23:53:15",128.6
